Genre (Summary Genre By Region),Last Updated (Summary Genre By Region),Region Name (Summary Genre By Region),Listen Count
Deep Turkish Pop,1/16/2026 7:35:05 PM,West,1
Tech House,1/16/2026 7:35:05 PM,West,135
Metalcore,1/16/2026 7:35:05 PM,Northeast,1226
Southern Illinois,1/16/2026 7:35:05 PM,Northeast,1
Math Rock,1/16/2026 7:35:05 PM,Unknown,4
Hawaiian,1/16/2026 7:35:05 PM,Southeast,4
Deathrock,1/16/2026 7:35:05 PM,West,3
Visual Kei,1/16/2026 7:35:05 PM,Midwest,33
Rock Andaluz,1/16/2026 7:35:05 PM,Southeast,4
Crossover Prog,1/16/2026 7:35:05 PM,West,10
Disco House,1/16/2026 7:35:05 PM,Midwest,6
Euskal Rock,1/16/2026 7:35:05 PM,Midwest,17
Nuevo Flamenco,1/16/2026 7:35:05 PM,Northeast,25
Smooth Jazz,1/16/2026 7:35:05 PM,West,380
Memphis Rap,1/16/2026 7:35:05 PM,Northeast,1
Smooth Soul,1/16/2026 7:35:05 PM,West,22
Technical Death Metal,1/16/2026 7:35:05 PM,Unknown,1
Apocalyptic Folk,1/16/2026 7:35:05 PM,Unknown,2
Post-Industrial,1/16/2026 7:35:05 PM,Midwest,2
Girl Group,1/16/2026 7:35:05 PM,Northeast,27
Puerto Rican,1/16/2026 7:35:05 PM,Southeast,1
Hiphop,1/16/2026 7:35:05 PM,West,3
Animator,1/16/2026 7:35:05 PM,Southeast,6
Sophisti-Pop,1/16/2026 7:35:05 PM,Southeast,5
Acoustic,1/16/2026 7:35:05 PM,Northeast,17
2010S,1/16/2026 7:35:05 PM,West,1
Comedy,1/16/2026 7:35:05 PM,Midwest,754
Banda Sinaloense,1/16/2026 7:35:05 PM,Northeast,7
Female Vocals,1/16/2026 7:35:05 PM,Midwest,4
Pop Rock,1/16/2026 7:35:05 PM,Unknown,84
Pop And Chart,1/16/2026 7:35:05 PM,Northeast,112
2000S,1/16/2026 7:35:05 PM,Southeast,22
Neo-Psychedelia,1/16/2026 7:35:05 PM,Midwest,75
Electro-Pop,1/16/2026 7:35:05 PM,West,4
Pianist,1/16/2026 7:35:05 PM,West,9
Organist,1/16/2026 7:35:05 PM,Northeast,26
Jùjú,1/16/2026 7:35:05 PM,Southeast,8
Spanish,1/16/2026 7:35:05 PM,West,84
Happy Hardcore,1/16/2026 7:35:05 PM,Southeast,56
Hong Kong Artist,1/16/2026 7:35:05 PM,West,13
Conductor,1/16/2026 7:35:05 PM,Southeast,56
Digital Hardcore,1/16/2026 7:35:05 PM,Midwest,25
Finnish Rock,1/16/2026 7:35:05 PM,West,2
Brit Funk,1/16/2026 7:35:05 PM,Northeast,2
Lăutărească,1/16/2026 7:35:05 PM,Midwest,4
Broadway,1/16/2026 7:35:05 PM,West,1
Acid Jazz,1/16/2026 7:35:05 PM,Midwest,298
Ghent Sioen Belgium,1/16/2026 7:35:05 PM,Midwest,1
Andrews Sisters,1/16/2026 7:35:05 PM,Southeast,8
Apocalyptic Folk,1/16/2026 7:35:05 PM,Midwest,27
No Wave,1/16/2026 7:35:05 PM,Southeast,14
עברי,1/16/2026 7:35:05 PM,Northeast,6
Ebm,1/16/2026 7:35:05 PM,Northeast,16
American Primitivism,1/16/2026 7:35:05 PM,West,4
Dark Cabaret,1/16/2026 7:35:05 PM,Unknown,1
R&B,1/16/2026 7:35:05 PM,Unknown,13
Belgian,1/16/2026 7:35:05 PM,Southeast,13
Tsugaru-Jamisen,1/16/2026 7:35:05 PM,Midwest,2
Christmas Popular Songs,1/16/2026 7:35:05 PM,Northeast,1
Post-Hardcore,1/16/2026 7:35:05 PM,Midwest,844
Technical Prog Metal,1/16/2026 7:35:05 PM,West,19
Grebo,1/16/2026 7:35:05 PM,Southeast,40
Goy Karamelo,1/16/2026 7:35:05 PM,Northeast,3
Progressive Bluegrass,1/16/2026 7:35:05 PM,Midwest,17
Trova,1/16/2026 7:35:05 PM,Southeast,36
Dirty Rap,1/16/2026 7:35:05 PM,West,21
Jazz-Funk,1/16/2026 7:35:05 PM,Unknown,3
Finnish Rap,1/16/2026 7:35:05 PM,Northeast,2
Reggae Rock,1/16/2026 7:35:05 PM,Midwest,53
Dizzy Mizz Lizzy,1/16/2026 7:35:05 PM,West,3
Neoclassical Metal,1/16/2026 7:35:05 PM,West,13
Atmospheric Melodic Gothic Metal,1/16/2026 7:35:05 PM,Southeast,3
Noise Rock,1/16/2026 7:35:05 PM,Southeast,141
K-Pop,1/16/2026 7:35:05 PM,Northeast,8
Children'S Music,1/16/2026 7:35:05 PM,Northeast,10
Ska Punk,1/16/2026 7:35:05 PM,Northeast,397
Storytelling,1/16/2026 7:35:05 PM,Southeast,7
Abstract Hip-Hop,1/16/2026 7:35:05 PM,Southeast,4
Son Jarocho,1/16/2026 7:35:05 PM,West,1
Bubblegum Pop,1/16/2026 7:35:05 PM,West,2
Criminal,1/16/2026 7:35:05 PM,West,10
Coco,1/16/2026 7:35:05 PM,Northeast,6
Folk Punk,1/16/2026 7:35:05 PM,Midwest,90
Traditional Pop,1/16/2026 7:35:05 PM,Northeast,95
Electronic,1/16/2026 7:35:05 PM,West,7513
Hypnagogic Pop,1/16/2026 7:35:05 PM,West,48
Nu Skool Breaks,1/16/2026 7:35:05 PM,West,10
Falcom,1/16/2026 7:35:05 PM,West,2
Washington Dc,1/16/2026 7:35:05 PM,Midwest,5
4Ad,1/16/2026 7:35:05 PM,Northeast,77
Jazzcore,1/16/2026 7:35:05 PM,West,1
Soukous,1/16/2026 7:35:05 PM,Southeast,11
Polka,1/16/2026 7:35:05 PM,West,3
Cape Breton Fiddling,1/16/2026 7:35:05 PM,Midwest,15
Southampton,1/16/2026 7:35:05 PM,Southeast,3
Contemporary Folk,1/16/2026 7:35:05 PM,Midwest,48
New Zealand,1/16/2026 7:35:05 PM,Unknown,1
Brit Funk,1/16/2026 7:35:05 PM,Midwest,7
Beatboxing,1/16/2026 7:35:05 PM,Southeast,1
French,1/16/2026 7:35:05 PM,West,268
Jerk Rap,1/16/2026 7:35:05 PM,Midwest,52
Cape Breton Fiddling,1/16/2026 7:35:05 PM,Unknown,1
Pop And Chart,1/16/2026 7:35:05 PM,Unknown,5
Instrumental Rock,1/16/2026 7:35:05 PM,Southeast,7
Spotify Boycott,1/16/2026 7:35:05 PM,Midwest,5
Samba,1/16/2026 7:35:05 PM,Midwest,542
Trip-Hop,1/16/2026 7:35:05 PM,Unknown,3
Anti-Folk,1/16/2026 7:35:05 PM,Southeast,398
Latin Urban,1/16/2026 7:35:05 PM,Southeast,25
Drone,1/16/2026 7:35:05 PM,Southeast,16
Afrobeat,1/16/2026 7:35:05 PM,Northeast,49
Folk Pop,1/16/2026 7:35:05 PM,Midwest,24
Death Industrial,1/16/2026 7:35:05 PM,West,1
Author,1/16/2026 7:35:05 PM,Midwest,2
British String Quartet,1/16/2026 7:35:05 PM,Midwest,2
Avant-Garde Metal,1/16/2026 7:35:05 PM,Southeast,25
Bass House,1/16/2026 7:35:05 PM,West,1
Garage Rock Revival,1/16/2026 7:35:05 PM,Northeast,1
Jovem Guarda,1/16/2026 7:35:05 PM,Midwest,12
Copla,1/16/2026 7:35:05 PM,West,1
Alternative Dance,1/16/2026 7:35:05 PM,Southeast,34
Tenor,1/16/2026 7:35:05 PM,Midwest,4
Rock Roll,1/16/2026 7:35:05 PM,Northeast,3
Cantautore,1/16/2026 7:35:05 PM,Southeast,13
War,1/16/2026 7:35:05 PM,Unknown,1
Crossover,1/16/2026 7:35:05 PM,Midwest,8
Beat,1/16/2026 7:35:05 PM,Midwest,12
Quebec,1/16/2026 7:35:05 PM,Southeast,54
Latvian,1/16/2026 7:35:05 PM,Midwest,1
Swancore,1/16/2026 7:35:05 PM,Unknown,2
Norway,1/16/2026 7:35:05 PM,Northeast,1
Chile,1/16/2026 7:35:05 PM,Northeast,1
Tenor,1/16/2026 7:35:05 PM,West,7
Country Pop,1/16/2026 7:35:05 PM,West,111
Fake Artist,1/16/2026 7:35:05 PM,Southeast,1
Electrotango,1/16/2026 7:35:05 PM,Unknown,1
Chillout,1/16/2026 7:35:05 PM,Northeast,77
Folk Punk,1/16/2026 7:35:05 PM,Southeast,117
Swedish,1/16/2026 7:35:05 PM,Midwest,140
Raï,1/16/2026 7:35:05 PM,West,76
Pop-Soul,1/16/2026 7:35:05 PM,Northeast,7
Christian,1/16/2026 7:35:05 PM,Midwest,260
Australian,1/16/2026 7:35:05 PM,Unknown,3
Blues Rock,1/16/2026 7:35:05 PM,Unknown,132
War,1/16/2026 7:35:05 PM,Northeast,3
Vgm,1/16/2026 7:35:05 PM,Unknown,2
Trip Hop,1/16/2026 7:35:05 PM,Unknown,27
Pop Rap,1/16/2026 7:35:05 PM,Southeast,634
Indie,1/16/2026 7:35:05 PM,Northeast,61
Americana,1/16/2026 7:35:05 PM,West,79
Polish,1/16/2026 7:35:05 PM,West,54
Psy-Trance,1/16/2026 7:35:05 PM,West,1
Disco,1/16/2026 7:35:05 PM,Unknown,9
Eurodance,1/16/2026 7:35:05 PM,Unknown,11
Electro Swing,1/16/2026 7:35:05 PM,Southeast,180
Garage Pop,1/16/2026 7:35:05 PM,Midwest,6
Composer,1/16/2026 7:35:05 PM,Midwest,68
Deathcore,1/16/2026 7:35:05 PM,Southeast,296
Idm,1/16/2026 7:35:05 PM,Southeast,154
Celtic Punk,1/16/2026 7:35:05 PM,Northeast,272
Nottingham,1/16/2026 7:35:05 PM,Northeast,1
Funk Melody,1/16/2026 7:35:05 PM,Northeast,1
Europop,1/16/2026 7:35:05 PM,Southeast,138
Juicy Ibiza,1/16/2026 7:35:05 PM,Northeast,1
Lo-Fi,1/16/2026 7:35:05 PM,Southeast,129
Contemporary Classical,1/16/2026 7:35:05 PM,Northeast,9
Post Rock,1/16/2026 7:35:05 PM,West,23
German Pianist,1/16/2026 7:35:05 PM,Southeast,6
Techno,1/16/2026 7:35:05 PM,Southeast,164
Science Fiction,1/16/2026 7:35:05 PM,Northeast,1
Progressive Pop,1/16/2026 7:35:05 PM,Northeast,2
Death-Doom Metal,1/16/2026 7:35:05 PM,Northeast,1
Aussie,1/16/2026 7:35:05 PM,Northeast,21
Chillwave,1/16/2026 7:35:05 PM,Midwest,51
Jazz-Funk,1/16/2026 7:35:05 PM,Midwest,55
Melodic Black Metal,1/16/2026 7:35:05 PM,Northeast,10
Country Rap,1/16/2026 7:35:05 PM,Southeast,51
Afro-Funk,1/16/2026 7:35:05 PM,Southeast,2
Twee,1/16/2026 7:35:05 PM,Northeast,4
Viking Metal,1/16/2026 7:35:05 PM,West,5
Doom Metal,1/16/2026 7:35:05 PM,Unknown,6
Psybient,1/16/2026 7:35:05 PM,West,66
Female Vocal Trance,1/16/2026 7:35:05 PM,Midwest,5
Fix Artist Credits,1/16/2026 7:35:05 PM,West,7
Freestyle,1/16/2026 7:35:05 PM,West,4
New Flamenco,1/16/2026 7:35:05 PM,Southeast,21
Idm,1/16/2026 7:35:05 PM,West,124
Eurovision 2023 Artists,1/16/2026 7:35:05 PM,Southeast,4
Contemporary Gospel,1/16/2026 7:35:05 PM,Southeast,31
Norwegian,1/16/2026 7:35:05 PM,Southeast,377
Folk Pop,1/16/2026 7:35:05 PM,Southeast,44
Perth,1/16/2026 7:35:05 PM,Southeast,31
Bebop,1/16/2026 7:35:05 PM,Southeast,8
Brazil,1/16/2026 7:35:05 PM,Southeast,19
Language Instruction,1/16/2026 7:35:05 PM,Northeast,1
Symphonic Metal,1/16/2026 7:35:05 PM,Southeast,1005
Atmospheric Black Metal,1/16/2026 7:35:05 PM,Southeast,19
Fife And Drum Blues,1/16/2026 7:35:05 PM,Midwest,1
España,1/16/2026 7:35:05 PM,West,38
Romani,1/16/2026 7:35:05 PM,Midwest,4
Grindcore,1/16/2026 7:35:05 PM,Midwest,69
Celtic,1/16/2026 7:35:05 PM,Unknown,3
Rock And Indie,1/16/2026 7:35:05 PM,Unknown,31
Amici,1/16/2026 7:35:05 PM,West,42
Swing,1/16/2026 7:35:05 PM,Northeast,8
Nepo Baby,1/16/2026 7:35:05 PM,Midwest,3
Hard Trance,1/16/2026 7:35:05 PM,Midwest,5
Aggrotech,1/16/2026 7:35:05 PM,Southeast,61
Blues-Rock,1/16/2026 7:35:05 PM,West,22
Alternative Pop,1/16/2026 7:35:05 PM,Northeast,13
Heavy Psych,1/16/2026 7:35:05 PM,West,1
Vocal House,1/16/2026 7:35:05 PM,Midwest,9
New Romantic,1/16/2026 7:35:05 PM,West,21
Heavy Prog,1/16/2026 7:35:05 PM,Southeast,15
Gothic Metal,1/16/2026 7:35:05 PM,West,267
Edm,1/16/2026 7:35:05 PM,Unknown,2
Bhangra,1/16/2026 7:35:05 PM,Northeast,15
Medway Scene,1/16/2026 7:35:05 PM,Northeast,1
Soul Jazz,1/16/2026 7:35:05 PM,Midwest,32
French Pop,1/16/2026 7:35:05 PM,Northeast,13
Metal,1/16/2026 7:35:05 PM,Midwest,474
New Jack Swing,1/16/2026 7:35:05 PM,Northeast,30
Lounge,1/16/2026 7:35:05 PM,West,169
Poetics,1/16/2026 7:35:05 PM,Northeast,10
Welsh,1/16/2026 7:35:05 PM,Southeast,8
Vgm,1/16/2026 7:35:05 PM,Northeast,36
Funk Rock,1/16/2026 7:35:05 PM,Northeast,1
Romanian Band,1/16/2026 7:35:05 PM,Unknown,1
Aussie,1/16/2026 7:35:05 PM,Southeast,45
Hyphy,1/16/2026 7:35:05 PM,Southeast,2
Sid Metal,1/16/2026 7:35:05 PM,West,6
Crossover Prog,1/16/2026 7:35:05 PM,Southeast,21
Post Rock,1/16/2026 7:35:05 PM,Midwest,26
Nueva Cumbia Chilena,1/16/2026 7:35:05 PM,West,11
Actor,1/16/2026 7:35:05 PM,Midwest,46
Death By Drowning,1/16/2026 7:35:05 PM,West,4
Melodic Death Metal,1/16/2026 7:35:05 PM,Midwest,744
Neo-Progressive Rock,1/16/2026 7:35:05 PM,Northeast,19
Dark Ambient,1/16/2026 7:35:05 PM,Midwest,18
European,1/16/2026 7:35:05 PM,Northeast,12
Fixme Artist Credits,1/16/2026 7:35:05 PM,Northeast,28
Folk Rock,1/16/2026 7:35:05 PM,Unknown,87
Vallenato,1/16/2026 7:35:05 PM,Southeast,189
Alternative Country,1/16/2026 7:35:05 PM,Northeast,127
Flamenco,1/16/2026 7:35:05 PM,Midwest,170
Gypsy Punk,1/16/2026 7:35:05 PM,Southeast,81
Irish Folk,1/16/2026 7:35:05 PM,Midwest,30
Native American,1/16/2026 7:35:05 PM,Southeast,9
Alternative Rock,1/16/2026 7:35:05 PM,West,25964
N2,1/16/2026 7:35:05 PM,Midwest,6
Frenchcore,1/16/2026 7:35:05 PM,Southeast,3
Afrikaans Rock,1/16/2026 7:35:05 PM,Southeast,2
Chicago Blues,1/16/2026 7:35:05 PM,Unknown,1
Euro House,1/16/2026 7:35:05 PM,Midwest,1
Future Funk,1/16/2026 7:35:05 PM,Midwest,2
Reid Genauer,1/16/2026 7:35:05 PM,Northeast,5
Folktronica,1/16/2026 7:35:05 PM,Southeast,21
H,1/16/2026 7:35:05 PM,Southeast,1
Hip Hop Soul,1/16/2026 7:35:05 PM,Southeast,6
Elephant 6,1/16/2026 7:35:05 PM,Southeast,138
Bluegrass,1/16/2026 7:35:05 PM,Unknown,15
Latin Ballad,1/16/2026 7:35:05 PM,Unknown,5
Schranz,1/16/2026 7:35:05 PM,Southeast,1
Vocal,1/16/2026 7:35:05 PM,West,165
Mod,1/16/2026 7:35:05 PM,Southeast,1
Australia,1/16/2026 7:35:05 PM,Midwest,1
Ccm,1/16/2026 7:35:05 PM,Northeast,2
Grunge,1/16/2026 7:35:05 PM,Midwest,1511
Balearic Trance,1/16/2026 7:35:05 PM,Northeast,5
Italian Conductor,1/16/2026 7:35:05 PM,Southeast,3
Glam Rock,1/16/2026 7:35:05 PM,Southeast,481
Aln-Sh,1/16/2026 7:35:05 PM,Unknown,7
British Folk Rock,1/16/2026 7:35:05 PM,Midwest,4
Forró,1/16/2026 7:35:05 PM,West,2
Star Academy,1/16/2026 7:35:05 PM,Northeast,1
American,1/16/2026 7:35:05 PM,Midwest,605
Catalan,1/16/2026 7:35:05 PM,Midwest,2
Religious,1/16/2026 7:35:05 PM,West,10
Renaissance,1/16/2026 7:35:05 PM,Southeast,1
Ukrainian,1/16/2026 7:35:05 PM,West,3
Rocksteady,1/16/2026 7:35:05 PM,Midwest,23
2013,1/16/2026 7:35:05 PM,Midwest,15
Dirty Rap,1/16/2026 7:35:05 PM,Midwest,10
Pop/Rock,1/16/2026 7:35:05 PM,Northeast,3
Punk,1/16/2026 7:35:05 PM,Southeast,4231
Roy Orbison,1/16/2026 7:35:05 PM,Northeast,6
Digital Hardcore,1/16/2026 7:35:05 PM,West,34
Acid House,1/16/2026 7:35:05 PM,Northeast,7
Melodic Black Metal,1/16/2026 7:35:05 PM,Unknown,2
Experimental Hip Hop,1/16/2026 7:35:05 PM,Northeast,102
Deep Turkish Pop,1/16/2026 7:35:05 PM,Southeast,1
Américain,1/16/2026 7:35:05 PM,Northeast,29
Gabber,1/16/2026 7:35:05 PM,Unknown,1
Death By Cancer,1/16/2026 7:35:05 PM,Southeast,1
Gypsy Punk,1/16/2026 7:35:05 PM,West,56
Warp,1/16/2026 7:35:05 PM,Southeast,26
Clarinetist,1/16/2026 7:35:05 PM,Southeast,5
Chillout,1/16/2026 7:35:05 PM,West,124
Dungeon Synth,1/16/2026 7:35:05 PM,Southeast,10
Grindcore,1/16/2026 7:35:05 PM,Northeast,51
C64 Remix,1/16/2026 7:35:05 PM,West,1
Polka,1/16/2026 7:35:05 PM,Midwest,3
Indiepop,1/16/2026 7:35:05 PM,Northeast,2
Piano Rock,1/16/2026 7:35:05 PM,Unknown,6
West Coast Hip Hop,1/16/2026 7:35:05 PM,Midwest,4
Singer Songwriter,1/16/2026 7:35:05 PM,Southeast,27
Tenor,1/16/2026 7:35:05 PM,Southeast,14
Winter Wonderland,1/16/2026 7:35:05 PM,Southeast,2
Industrial Metal,1/16/2026 7:35:05 PM,West,1164
Company As Artist,1/16/2026 7:35:05 PM,Northeast,2
Pagode Romântico,1/16/2026 7:35:05 PM,Northeast,1
Has German Audiobooks,1/16/2026 7:35:05 PM,Northeast,9
Female Vocals,1/16/2026 7:35:05 PM,Northeast,4
Progressive Pop,1/16/2026 7:35:05 PM,Midwest,3
Hill Country Blues,1/16/2026 7:35:05 PM,Unknown,1
English Conductor,1/16/2026 7:35:05 PM,Southeast,1
Comedy Rock,1/16/2026 7:35:05 PM,Northeast,47
Balearic Trance,1/16/2026 7:35:05 PM,West,5
Blues Rock,1/16/2026 7:35:05 PM,Northeast,2605
Crossover,1/16/2026 7:35:05 PM,West,13
Louisiana Blues,1/16/2026 7:35:05 PM,Southeast,3
Electronica,1/16/2026 7:35:05 PM,Southeast,689
Symphony Orchestra,1/16/2026 7:35:05 PM,Southeast,31
Space Rock,1/16/2026 7:35:05 PM,Midwest,11
Conscious Hip Hop,1/16/2026 7:35:05 PM,Midwest,120
Pop,1/16/2026 7:35:05 PM,West,24520
Samba-Jazz,1/16/2026 7:35:05 PM,West,9
Special Purpose Artist,1/16/2026 7:35:05 PM,Southeast,229
Country Yodeling,1/16/2026 7:35:05 PM,Northeast,5
Mashup,1/16/2026 7:35:05 PM,West,2
Psybient,1/16/2026 7:35:05 PM,Unknown,2
Lovethief,1/16/2026 7:35:05 PM,Midwest,1
Levenslied,1/16/2026 7:35:05 PM,Northeast,4
Vocal,1/16/2026 7:35:05 PM,Southeast,187
Bachata,1/16/2026 7:35:05 PM,Southeast,64
Hardcore Techno,1/16/2026 7:35:05 PM,Unknown,2
Downtempo,1/16/2026 7:35:05 PM,West,641
Family,1/16/2026 7:35:05 PM,Unknown,1
East Coast Hip Hop,1/16/2026 7:35:05 PM,Southeast,202
Fantasy,1/16/2026 7:35:05 PM,West,1
American,1/16/2026 7:35:05 PM,Southeast,968
Pop Rock,1/16/2026 7:35:05 PM,West,3396
_Edit,1/16/2026 7:35:05 PM,Southeast,16
Cajun,1/16/2026 7:35:05 PM,West,3
Zamrock,1/16/2026 7:35:05 PM,Midwest,1
Jazz Pop,1/16/2026 7:35:05 PM,Midwest,6
English,1/16/2026 7:35:05 PM,Midwest,63
Opera,1/16/2026 7:35:05 PM,West,24
Christian Ska,1/16/2026 7:35:05 PM,Southeast,846
Swedish,1/16/2026 7:35:05 PM,Unknown,4
80S,1/16/2026 7:35:05 PM,Midwest,1
Desert Blues,1/16/2026 7:35:05 PM,Midwest,10
Power Pop,1/16/2026 7:35:05 PM,Northeast,222
Synth Funk,1/16/2026 7:35:05 PM,Midwest,4
Gratuitous Heavy Metal Umlaut,1/16/2026 7:35:05 PM,West,6
New Beat,1/16/2026 7:35:05 PM,West,4
Hard House,1/16/2026 7:35:05 PM,Midwest,1
Neon Pop Punk,1/16/2026 7:35:05 PM,West,65
Big Dada,1/16/2026 7:35:05 PM,Southeast,42
Filk,1/16/2026 7:35:05 PM,Northeast,2
Folk Punk,1/16/2026 7:35:05 PM,West,95
European,1/16/2026 7:35:05 PM,Southeast,28
Hardcore,1/16/2026 7:35:05 PM,Unknown,4
Abstract Hip-Hop,1/16/2026 7:35:05 PM,Midwest,1
Us,1/16/2026 7:35:05 PM,Southeast,11
Wilkommen Collective,1/16/2026 7:35:05 PM,Southeast,9
Shoegazing,1/16/2026 7:35:05 PM,Midwest,5
Aln-Sh,1/16/2026 7:35:05 PM,West,241
Southern Rock,1/16/2026 7:35:05 PM,West,247
G-Funk,1/16/2026 7:35:05 PM,Northeast,10
Mbaqanga,1/16/2026 7:35:05 PM,Southeast,17
Merengue,1/16/2026 7:35:05 PM,Southeast,36
Alternative,1/16/2026 7:35:05 PM,Northeast,2
Cowpunk,1/16/2026 7:35:05 PM,Midwest,16
Idm,1/16/2026 7:35:05 PM,Northeast,69
Women Composers,1/16/2026 7:35:05 PM,West,3
German,1/16/2026 7:35:05 PM,Midwest,453
Hauntology,1/16/2026 7:35:05 PM,Midwest,1
Nortec,1/16/2026 7:35:05 PM,Southeast,14
Neapolitan,1/16/2026 7:35:05 PM,Midwest,1
Acid House,1/16/2026 7:35:05 PM,Midwest,8
Darkwave,1/16/2026 7:35:05 PM,Northeast,7
Folk Rock,1/16/2026 7:35:05 PM,West,3011
Tripop,1/16/2026 7:35:05 PM,Midwest,1
Garage Rock,1/16/2026 7:35:05 PM,West,405
Death By Drowning,1/16/2026 7:35:05 PM,Southeast,3
Star Search,1/16/2026 7:35:05 PM,West,1
Minimal Experimental House Electro,1/16/2026 7:35:05 PM,West,4
Racist,1/16/2026 7:35:05 PM,Midwest,1
Narcocorrido,1/16/2026 7:35:05 PM,West,6
Classic Pop And Rock,1/16/2026 7:35:05 PM,West,1598
Slovak,1/16/2026 7:35:05 PM,Unknown,1
Louisiana Blues,1/16/2026 7:35:05 PM,Midwest,1
Downtempo,1/16/2026 7:35:05 PM,Midwest,578
Classic Pop And Rock,1/16/2026 7:35:05 PM,Midwest,1370
Celtic Woman,1/16/2026 7:35:05 PM,Northeast,4
Hardcore,1/16/2026 7:35:05 PM,Midwest,76
Dizzy Mizz Lizzy,1/16/2026 7:35:05 PM,Southeast,6
Goa Trance,1/16/2026 7:35:05 PM,West,58
Cabaret,1/16/2026 7:35:05 PM,West,3
J-Rock,1/16/2026 7:35:05 PM,Southeast,1
Post-Rock,1/16/2026 7:35:05 PM,Unknown,18
J-Pop,1/16/2026 7:35:05 PM,Southeast,91
Depressed Subcore,1/16/2026 7:35:05 PM,Northeast,5
Criminal,1/16/2026 7:35:05 PM,Unknown,1
Rnb,1/16/2026 7:35:05 PM,Northeast,6
R&B,1/16/2026 7:35:05 PM,West,544
Welsh,1/16/2026 7:35:05 PM,West,4
Electronicore,1/16/2026 7:35:05 PM,Midwest,9
Reggae Rock,1/16/2026 7:35:05 PM,Unknown,2
Trip Rock,1/16/2026 7:35:05 PM,Midwest,1
Art Pop,1/16/2026 7:35:05 PM,Northeast,71
Japanese,1/16/2026 7:35:05 PM,West,25
Melodic Dark Metal,1/16/2026 7:35:05 PM,Southeast,1
Guitar,1/16/2026 7:35:05 PM,West,11
Psychedelic,1/16/2026 7:35:05 PM,West,10
Tango,1/16/2026 7:35:05 PM,West,97
Reggaeton,1/16/2026 7:35:05 PM,Northeast,227
Cologne,1/16/2026 7:35:05 PM,West,2
Texas Blues,1/16/2026 7:35:05 PM,Northeast,8
Morodo,1/16/2026 7:35:05 PM,Midwest,1
Electronic Rock,1/16/2026 7:35:05 PM,Southeast,424
Wip,1/16/2026 7:35:05 PM,Midwest,74
Spain,1/16/2026 7:35:05 PM,West,31
Anti-Folk,1/16/2026 7:35:05 PM,Midwest,278
Finnish,1/16/2026 7:35:05 PM,West,162
Dance And Electronica,1/16/2026 7:35:05 PM,Southeast,336
Punk Rock,1/16/2026 7:35:05 PM,Southeast,2694
Ranchera,1/16/2026 7:35:05 PM,Unknown,1
Dance-Pop,1/16/2026 7:35:05 PM,Unknown,24
Drag Queen,1/16/2026 7:35:05 PM,Southeast,11
Nu Metal,1/16/2026 7:35:05 PM,West,2292
Deathcore,1/16/2026 7:35:05 PM,Unknown,7
Latin,1/16/2026 7:35:05 PM,Midwest,938
Gothic Rock,1/16/2026 7:35:05 PM,Unknown,3
Hardcore Punk,1/16/2026 7:35:05 PM,West,433
Tex-Mex,1/16/2026 7:35:05 PM,Unknown,1
Political Satire,1/16/2026 7:35:05 PM,Northeast,1
4Ad,1/16/2026 7:35:05 PM,Midwest,118
War,1/16/2026 7:35:05 PM,West,8
Standup Comedy,1/16/2026 7:35:05 PM,West,7
Américain,1/16/2026 7:35:05 PM,Midwest,41
Speed Metal,1/16/2026 7:35:05 PM,Northeast,3
Nl,1/16/2026 7:35:05 PM,Midwest,26
Blues,1/16/2026 7:35:05 PM,Northeast,589
Punk Rock,1/16/2026 7:35:05 PM,West,1877
Actor,1/16/2026 7:35:05 PM,Northeast,32
Eurovision,1/16/2026 7:35:05 PM,Northeast,3
Alternative Country,1/16/2026 7:35:05 PM,Unknown,4
Cinematic Classical,1/16/2026 7:35:05 PM,Southeast,55
Melodic Dark Metal,1/16/2026 7:35:05 PM,Midwest,1
Rock And Roll,1/16/2026 7:35:05 PM,Midwest,80
Christian Rap,1/16/2026 7:35:05 PM,West,38
France,1/16/2026 7:35:05 PM,Northeast,5
Bluegrass,1/16/2026 7:35:05 PM,Midwest,328
Los Angeles,1/16/2026 7:35:05 PM,Southeast,1
Death Metal,1/16/2026 7:35:05 PM,Unknown,14
Iowa,1/16/2026 7:35:05 PM,Southeast,3
East Coast Hip Hop,1/16/2026 7:35:05 PM,Midwest,116
Lambada,1/16/2026 7:35:05 PM,Unknown,2
Atmospheric Black Metal,1/16/2026 7:35:05 PM,Northeast,13
Elecronic,1/16/2026 7:35:05 PM,Midwest,4
Uk,1/16/2026 7:35:05 PM,Midwest,236
Celtic Punk,1/16/2026 7:35:05 PM,Unknown,14
Pop Female Singer-Songwriter,1/16/2026 7:35:05 PM,West,2
Aussie,1/16/2026 7:35:05 PM,Midwest,36
Dub,1/16/2026 7:35:05 PM,West,386
Ska,1/16/2026 7:35:05 PM,Midwest,572
Hip Hop,1/16/2026 7:35:05 PM,West,21200
Hindustani Classical,1/16/2026 7:35:05 PM,Southeast,48
Congolese,1/16/2026 7:35:05 PM,Southeast,4
Rumba Flamenca,1/16/2026 7:35:05 PM,Northeast,32
The Gentle Giant,1/16/2026 7:35:05 PM,West,1
Breakbeat Hardcore,1/16/2026 7:35:05 PM,West,12
Soft Rock,1/16/2026 7:35:05 PM,Southeast,1317
Nwobhm,1/16/2026 7:35:05 PM,Northeast,6
Electrotango,1/16/2026 7:35:05 PM,Midwest,136
